1;"Dangerously In Love";2003;1
3;"Good Girl Gone Bad";2007;3
6;"The E.N.D.";2009;5
7;"Speakerboxxx/The Love Below";2003;6
9;"We Sing. We Dance. We Steal Things.";2008;8
20;"A Rush of Blood to the Head";2002;18
32;"Viva La Vida or Death and All His Friends";2008;18
37;"In the Zone";2003;31
62;"8 Mile";2002;54
90;"American Boy";2008;80
93;"Beautiful";2003;82
98;"Clocks";2002;18
99;"Crazy in Love";2003;1
105;"Halo";2008;1
106;"Hey Ya!";2003;6
109;"Ignition";2002;28
110;"Hybrid Theory";2000;86
111;"Hot Fuss";2004;87
112;"The Fame";2008;88
120;"Without Me";2002;54
121;"Parachutes";2000;18
122;"Back to Bedlam";2004;93
124;"Fushigi no Kuni no Naka de 2";2000;95
125;"Love Songs";2005;1
126;"B'Day";2006;1
127;"I Am... Sasha Fierce";2008;1
217;"Viva La Vida";2008;18
220;"Back to Black";2006;148
228;"Plans";2005;155
232;"One of the Boys";2008;157
236;"The Beyoncé Experience Live";2007;1
257;"Meteora";2003;86
258;"Live in Texas";2003;86
259;"Minutes To Midnight";2007;86
260;"Road To Revolution";2008;86
261;"Transformers: Revenge of the Fallen";2009;86
265;"The Best Pop Album in the World...Ever!";2003;6
278;"19";2008;10
279;"Eyes Open";2006;186
280;"Final Straw";2003;186
281;"Destiny Fulfilled";2004;187
283;"Survivor";2001;187
284;"B'Day Deluxe Edition";2007;1
285;"Missy Elliott Presents: The Cookbook";2005;188
305;"American Idiot";2004;206
307;"Walking on a Dream";2008;207
319;"The Black Album";2003;161
320;"Justified";2002;35
321;"Under Construction";2002;188
358;"Hip Hop Is Dead";2006;234
366;"The Fame Monster";2009;88
371;"The Destiny's Child Story";2004;187
372;"The Collection";2006;236
379;"Rough Stuff";2007;237
382;"The Complete Collection";2005;144
384;"Pokemon Ruby/Sapphire";2002;269
388;"Persona 3";2006;272
390;"Persona 4";2008;272
392;"Final Fantasy XIII";2009;273
419;"Warning";2000;206
420;"21st Century Breakdown";2009;206
423;"21 Guns";2008;206
473;"Geri Halliwell";2001;326
495;"The Marshall Mathers LP";2000;54
496;"The Journey";2002;339
499;"A Midwinter Night's Dream";2008;339
501;"An Ancient Muse";2006;339
502;"A Matter Of Life And Death";2006;284
504;"Brave New World";2000;284
505;"Dance Of Death";2003;284
506;"Back To Basics";2006;340
508;"Stripped";2002;340
514;"The College Dropout";2004;343
515;"Late Registration";2005;343
516;"Graduation";2007;343
517;"808s & Heartbreak";2008;343
528;"8 Mile OST";2002;54
529;"Love. Angel. Music. Baby.";2004;364
530;"Missy Elliott";2005;188
531;"Nellyville";2002;365
532;"Elephunk";2003;5
533;"Gnarls Barkley";2006;297
534;"Permission to Land";2003;366
535;"The Best of Both Worlds";2002;28
536;"The Beyoncé Experience";2007;1
537;"Get Rich or Die Tryin'";2003;370
538;"Confessions";2004;371
540;"One by One";2002;374
552;"Doppelgänger";2005;383
592;"Halo 3";2007;398
593;"BioShock";2007;399
598;"God of War";2005;404
599;"Assassin's Creed II";2009;405
606;"Metal Gear Solid 3: Snake Eater";2004;411
609;"HalfLife 2";2004;414
610;"Resident Evil 4";2005;415
611;"The Elder Scrolls IV: Oblivion";2006;394
612;"Kingdom Hearts";2002;408
613;"Shadow of the Colossus";2005;416
621;"Halo: Combat Evolved";2001;398
630;"The Fighting Temptations";2003;1
660;"Dreamgirls (Original Motion Picture Soundtrack)";2006;1
661;"The Cure";2008;125
676;"Reanimation";2002;86
697;"All That You Can't Leave Behind";2000;220
714;"Alegria";2008;454
725;"Fearless";2008;57
